aaaa 晶晶
xkte 變樣
xktj 變革
xktk 變美
xktq 變薄
xkuu 變出
xkvn 變好
xkvo 變以
xkvs 變幻
xkw  變了
xkwc 變異
xkwf 變黑
xkwk 變因
xkwr 變回
xkxk 變變
xkxm 變紅
xkxr 變給
xkxw 變細
xky  變是
xkya 變音
xkyd 變新
xkyj 變率
xkym 變上
xkym 變產
xkyr 變調
xkyu 變亮
xkzc 變頻
xkzd 變速
xkzm 變些
xkzn 變通
xkzq 變過
xkzr 變造
xkzu 變遷
xkzy 變這
xlaj 紳士
xlay 紳商
xllm 繡球
xlls 繡的
xllt 繡花
xlly 繡衣
xlvx 縷縷
xlvz 縷述
xlya 緋聞
xmaj 紅暈
xmam 紅星
xman 紅門
xmax 縉紳
xmaz 紅得
xmaz 紅日
xmbe 紅股
xmbg 紅腫
xmbi 紅多
xmbj 紅軍
xmbo 紅臉
xmbq 紅冠
xmby 紅丹
xmcr 紅銅
xmda 紅檜
xmdb 紅柿
xmdb 紅棉
xmdd 紅棗
xmde 紅椒
xmdf 紅標
xmdg 紅框
xmdh 紅杉
xmdi 紅松
xmdi 紅楓
xmdl 紅柳
xmdm 紅極
xmdo 紅桃
xmdq 紅樹
xmdr 紅杏
xmdv 紅樓
xmdy 紅梅
xmdz 紅木
xmeb 紅潮
xmef 紅淡
xmeg 紅潤
xmep 紅泥
xmeq 紅對
xmer 紅河
xmew 紅油
xmew 紅淚
xmew 紅酒
xmey 紅海
xmfe 縹渺
xmfh 紅粉
xmfm 紅光
xmfq 紅掌
xmfr 紅糖
xmft 紅燈
xmfu 紅燒
xmfx 縹緲
xmfz 紅火
xmge 紅鼓
xmgf 紅熱
xmgh 紅場
xmgl 紅都
xmgn 紅到
xmgu 紅起
xmgv 紅壤
xmgz 紅土
xmgz 紅走
xmha 紅白
xmhl 紅管
xmhn 紅利
xmhq 紅筆
xmhq 紅籌
xmhr 紅船
xmht 紅盤
xmhu 紅毛
xmhw 紅番
xmig 紅塵
xmih 紅參
xmim 紅底
xmis 紅成
xmj  紅十
xmjc 紅寶
xmjf 紅鶴
xmjl 紅事
xmjn 紅字
xmjr 紅宮
xmkc 紅頰
xmkg 紅在
xmkh 紅疹
xmkj 紅帶
xmkj 緻密
xmkl 紅布
xmky 紅頭
xml  紅中
xmlh 紅衫
xmli 紅蟲
xmlj 紅牌
xmlu 紅袍
xmlw 紅袖
xmlz 紅片
xmmg 紅斑
xmmi 紅玉
xmmt 紅豆
xmnb 紅鮪
xmnc 紅小
xmnd 紅子
xmnf 紅魚
xmni 紅蛋
xmno 紅隊
xmnu 紅色
xmny 紅外
xmo  紅人
xmoo 紅肉
xmp  紅心
xmpu 紅包
xmqh 縟節
xmrb 紅嘴
xmrg 紅喔
xmrp 紅呢
xms  紅的
xmsk 紅髮
xmsl 紅那
xmsq 紅磚
xmsu 紅尾
xmta 紅著
xmta 紅薯
xmtd 紅茶
xmtd 紅葉
xmtf 紅菊
xmtg 紅鞋
xmtp 紅花
xmtt 紅藍
xmtw 紅蘭
xmty 紅莓
xmu  紅山
xmun 紅學
xmur 紅岩
xmut 紅豔
xmuu 紅出
xmv  紅女
xmvf 紅鸞
xmvn 紅好
xmvr 紅姑
xmvv 紅娘
xmw  紅了
xmwd 紅果
xmwl 緬北
xmwp 緬甸
xmwr 紅回
xmwt 紅曲
xmwv 紅眼
xmwy 紅點
xmxe 紅綠
xmxh 紅線
xmxm 紅紅
xmxp 紅紙
xmxr 紅給
xmxu 紅繩
xmyc 紅旗
xmyc 紅顏
xmyp 紅龍
xmyv 紅衣
xmzb 紅遍
xmzf 紅紫
xmzq 紅過
xmzs 紅透
xmzy 紅這
xnek 紐澳
xnhn 紐航
xnkj 紐帶
xnmh 紐元
xnnn 紓解
xnnx 紓緩
xnqr 紐扣
xns  紐的
xnww 紐國
xnxi 紐約
xoaa 繪影
xoag 繪聲
xoah 繪製
xoai 繪成
xoal 繪畫
xoan 繪色
xoao 繪像
xoas 繪的
xoau 繪出
xoaw 繪圖
xoba 納悶
xobb 納多
xobb 納罕
xobb 納財
xobb 納采
xobb 納骨
xobe 納涼
xobf 納粹
xobg 納吉
xobh 納稅
xobi 納成
xobi 納為
xobi 納福
xobi 維多
xobj 納士
xobj 納完
xobk 納在
xobl 綸巾
xobm 納一
xobm 納西
xobm 納豆
xobm 納貢
xobo 納入
xobq 納指
xobr 納呢
xobr 納哪
xobr 納嗎
xobs 納的
xobs 納那
xobt 納著
xobu 納出
xobw 納了
xobw 納回
xobx 納納
xobx 納給
xoby 納妾
xobz 納這
xobz 納過
xocr 維谷
xoeu 維港
xofb 維肖
xogr 維吉
xohf 維系
xohy 維科
xojf 維繫
xomb 纖腰
xomh 纖毛
xomm 纖巧
xomn 纖弱
xomq 纖手
xomq 纖指
xomr 維吾
xomt 維亞
xomx 纖細
xomx 纖維
xomy 纖毫
xooh 維修
xoqm 維生
xoqo 維夫
xoqq 維持
xos  維的
xosl 維那
xotv 維艱
xovh 維妙
xowv 維園
xoyd 維新
xoye 維護
xoyf 維京
xoyk 維文
xpaf 絢爛
xpag 總量
xpam 絢麗
xpaz 總得
xpbj 總辭
xpbn 總則
xpbo 總部
xpbt 總冊
xpbu 總目
xpbv 總賬
xpbz 總體
xpcs 總分
xpdp 總想
xpdz 總機
xpes 總匯
xpfr 總營
xphb 總歸
xphb 總稱
xphc 總兵
xphl 總管
xphm 總行
xphr 總和
xpht 總算
xpib 總能
xpig 總社
xpih 總參
xpik 總廠
xpip 總應
xpir 總店
xpis 總成
xpjc 總額
xpje 總支
xpjv 總裁
xpkb 總有
xpkg 總在
xplv 總帳
xplv 總數
xpmb 總而
xpmb 總需
xpmg 總理
xpmk 總攻
xpmk 總政
xpml 總工
xpmv 總要
xpn  總不
xpnc 總負
xpno 總隊
xpns 總務
xpo  總人
xpoa 總會
xpoc 總價
xpoi 總愛
xpom 總值
xpor 總合
xppd 總也
xppe 紕漏
xppp 總比
xpqe 總投
xpqp 總指
xpqr 總括
xpqw 總攬
xprc 總噸
xps  總的
xpsr 總局
xpst 總監
xpsu 總覽
xpsv 總長
xpsw 總醫
xptc 總共
xpua 純得
xpub 純然
xpuc 純金
xpuc 純銀
xpuc 純銅
xpuc 純鋁
xpuc 純鋼
xpud 純棉
xpud 純樸
xpue 純淨
xpue 純潔
xpuf 純粹
xpug 純到
xpug 純摯
xpuh 純毛
xpuh 純白
xpui 純度
xpui 純良
xpuj 純真
xpuk 純在
xpul 縐褶
xpum 純正
xpun 純色
xpuo 純化
xpuo 純愛
xpup 純情
xpuq 純青
xpus 純屬
xpus 純的
xput 純益
xput 純美
xpuu 純出
xpuv 純以
xpuv 純好
xpuv 純如
xpuw 純點
xpuw 總覺
xpux 純紅
xpux 純純
xpux 純綿
xpuy 純熟
xpuz 純些
xpvo 總以
xpvv 總裝
xpvz 總後
xpwa 總署
xpww 總圖
xpxg 總結
xpxp 總總
xpxt 總編
xpxu 總統
xpxz 總經
xpy  總是
xpya 總譜
xpyb 總論
xpyj 總計
xpym 總產
xpyo 總該
xpyr 總商
xpyr 總站
xpyw 總督
xpz  總之
xqcc 績分
xqco 績優
xqcu 績學
xqcy 績效
xqla 綁得
xqlb 綁腳
xqld 綁標
xqld 綁紮
xqlg 綁到
xqlg 綁走
xqlg 綁起
xqli 綁成
xqlk 綁架
xqlm 綁票
xqlo 綁住
xqlq 綁手
xqls 綁匪
xqlt 綁著
xqlu 綁出
xqlv 綁好
xqlw 綁了
xqlx 綁縛
xqly 綁上
xqmg 紂王
xraz 給得
xrbi 給多
xrbl 絹畫
xrbt 絹花
xrbx 絹絲
xrci 給錢
xrcs 給分
xrct 給錯
xrdm 給本
xre  給水
xreh 給湯
xreq 給對
xrfc 給賞
xrfg 給糧
xrfh 給少
xrgn 給到
xrgu 給起
xrgw 給賣
xrgz 給走
xrhc 給與
xrhi 給風
xri  給我
xrir 給台
xris 給成
xrje 給支
xrjh 緝私
xrjk 緝獲
xrjo 緝拿
xrjp 給它
xrjq 緝捕
xrju 給完
xrjz 給定
xrkb 給有
xrkg 給在
xrkj 給帶
xrm  給一
xrn  給不
xrnn 給予
xro  給人
xroc 給他
xroe 給假
xroe 給雙
xroi 給付
xrop 給您
xrow 給個
xrpk 給快
xrpu 給包
xrqn 給打
xrqu 給捲
xrrl 給叫
xrrl 給哪
xrrz 給足
xrs  給的
xrsa 給職
xrsl 給那
xrtd 給藥
xrtl 給薪
xrtu 給瓶
xrtv 給養
xrud 繩梯
xrud 繩橋
xrui 繩度
xruj 繩索
xruk 繩套
xrun 繩子
xruu 給出
xruw 繩墨
xrux 繩結
xruz 繩之
xrvc 給妳
xrvk 給獎
xrvn 給好
xrvo 給以
xrvy 給她
xrwr 給回
xrwy 給點
xrwz 給買
xrxr 給給
xryc 給讀
xryo 給你
xrzm 給些
xrzq 給過
xrzy 給這
xsaf 絕景
xsaj 絕早
xsaz 絕得
xsbi 絕多
xsct 絕錯
xscz 絕交
xsee 絕沒
xsef 絕滅
xseq 絕對
xser 絕活
xsfg 絕糧
xsfh 絕少
xsgf 絕熱
xsgl 絕都
xsgm 絕域
xsgn 絕到
xsgu 絕境
xsgu 絕起
xsgy 絕地
xshg 絕種
xshq 絕筆
xshq 絕等
xshy 繆誤
xsig 絕塵
xsis 絕成
xsju 絕完
xsju 絕密
xsk  絕大
xskg 絕在
xskz 絕症
xslh 絕版
xsly 絕非
xsmc 絕頂
xsmf 絕不
xsmu 絕配
xsnd 絕子
xsnf 絕孫
xsnu 絕色
xso  絕人
xsob 絕倫
xsog 絕佳
xsol 絕命
xson 絕倒
xsop 絕代
xsor 絕俗
xsot 絕無
xsov 絕食
xspb 紙鷂
xspb 絕情
xspc 紙業
xspc 紙錢
xspd 紙板
xspf 紙幣
xspg 紙堆
xsph 紙箱
xspi 紙鳶
xspk 紙夾
xspl 紙片
xspl 紙牌
xspm 紙一
xspm 紙型
xspm 紙工
xspm 紙醉
xspm 紙面
xspn 紙張
xspo 紙條
xspo 紙盒
xspp 紙包
xspq 紙捲
xspr 絕句
xsps 紙屑
xspt 紙花
xspt 絕世
xspu 紙出
xspv 紙漿
xspw 紙團
xspy 紙上
xspy 紙方
xspy 紙是
xspy 紙衣
xspz 紙邊
xsq  絕手
xsqe 絕技
xsqr 絕招
xsra 絕吧
xsra 絕唱
xsrc 絕跡
xsre 紹酒
xsrf 絕嗎
xsrh 紹興
xsro 紹介
xsrp 絕呢
xsrr 絕路
xsrt 紹基
xsrt 紹菜
xsrz 紹述
xsrz 絕口
xss  絕的
xssg 絕壁
xssl 絕那
xsti 絕義
xsti 絕藝
xstk 絕美
xsuc 紀錄
xsud 紀末
xsud 紀檢
xsuh 紀律
xsuh 紀行
xsuj 紀事
xsuj 紀實
xsul 紀初
xsum 紀元
xsum 紀要
xsun 絕學
xsuo 紀念
xsus 紀的
xsuu 絕出
xsuv 紀以
xsux 紀綱
xsuy 紀是
xsva 絕響
xsvh 絕妙
xsvn 絕好
xsvz 絕後
xsw  絕了
xswj 纜車
xswr 絕回
xswx 纜線
xsxo 絕緣
xsxr 絕給
xsxs 絕絕
xsyb 絕育
xsyg 絕望
xsyn 絕處
xszq 絕過
xszy 絕這
xtaz 編得
xtbu 編目
xtct 編錯
xtdk 編校
xtdw 編檔
xtev 編派
xtgn 編到
xtgu 編起
xthf 編纂
xthg 編程
xthi 編篡
xthl 編印
xthn 編制
xths 編戶
xtht 編算
xthv 編製
xtif 編為
xtio 編次
xtis 編成
xtja 編者
xtjf 編寫
xtjj 編輯
xtjw 編審
xtjx 緙絲
xtjz 編定
xtkb 編有
xtkg 編在
xtla 編書
xtmg 編班
xtmn 編列
xtmo 編歌
xtmu 編配
xtmy 編下
xtnm 編發
xtno 編隊
xtny 編外
xtoh 編修
xtoo 編入
xtoq 編年
xtos 編作
xtow 編個
xtqc 編撰
xtqd 編採
xtqy 編排
xtrh 繕稿
xtrj 繕寫
xtry 編號
xts  編的
xtsf 編碼
xtsk 編髮
xtta 編著
xtuu 編出
xtvn 編好
xtw  編了
xtwt 編曲
xtxa 編織
xtxb 編組
xtxg 編結
xtyj 編譯
xtym 編上
xtyn 編劇
xtyn 編訂
xtzc 編述
xtzc 編選
xtzq 編過
xtzr 編造
xtzu 編導
xuat 統盟
xubb 統購
xubk 繃帶
xubs 繃緊
xubt 繃著
xucb 統銷
xucs 統分
xudz 統整
xuer 統治
xuev 統派
xufo 統家
xuhb 統帥
xuhb 統稱
xuhc 統興
xuhl 統御
xuhl 統管
xuhn 統制
xuhq 統籌
xujc 統實
xujr 統轄
xujs 統考
xukb 統有
xukh 統獨
xukj 統帶
xum  統一
xumg 統理
xumu 統配
xuoc 統領
xuop 統化
xuor 統合
xupu 統包
xuqj 統攝
xuqr 統括
xuri 統戰
xus  統的
xuse 統馭
xutc 統共
xutu 統觀
xuvo 統以
xuxu 統統
xuy  統是
xuyj 統計
xuzy 統這
xvaf 網景
xvat 網開
xvbk 網膜
xvbu 網目
xvdr 網格
xvdx 繅絲
xvea 綠得
xveb 綠肥
xved 綠林
xvee 綠洲
xvef 綠燈
xvef 綠黨
xveg 綠地
xveh 綠島
xveh 綠竹
xvek 綠帶
xvel 綠帽
xvem 綠豆
xven 綠色
xveo 綠化
xves 綠區
xves 綠的
xvet 綠芽
xvet 綠茶
xvet 綠藻
xvew 綠野
xvex 綠綠
xvey 綠卡
xvgm 網域
xvgz 網址
xvhl 網管
xvhu 網兒
xvhw 網箱
xvia 繼日
xvic 繼父
xvig 繼志
xvih 繼往
xvii 繼成
xvij 繼室
xvim 繼而
xvin 繼承
xvio 繼任
xvio 繼位
xvir 繼嗣
xviv 繼女
xviv 繼後
xviw 繼母
xvix 繼續
xviy 繼夜
xviy 繼站
xvkb 網有
xvkd 網架
xvke 網友
xvlg 網裡
xvlh 糾舉
xvli 網蟲
xvlj 糾察
xvlm 糾正
xvln 糾彈
xvlo 糾合
xvlo 糾集
xvlt 糾葛
xvlv 網帳
xvlw 糾眾
xvlx 糾紛
xvlx 糾纏
xvlz 網中
xvm  網一
xvmc 網頁
xvme 網球
xvmn 網刊
xvnd 網子
xvnf 網際
xvny 網外
xvob 網內
xvoc 緣分
xvod 緣來
xvod 緣木
xvoe 緣淺
xvoe 緣滅
xvog 網住
xvog 緣起
xvoj 緣故
xvol 緣由
xvoo 緣份
xvos 緣的
xvos 緣聚
xvot 緣散
xvot 緣薄
xvow 緣因
xvoy 緣是
xvpb 網情
xvrp 網民
xvrr 網路
xvs  網的
xvvk 網狀
xvvo 網以
xvvp 網戀
xvwg 網羅
xvwr 網罟
xvwv 網眼
xvwy 網點
xvxr 網絡
xvy  網是
xvyg 網主
xvym 網上
xvyr 網站
xvzy 網這
xwab 細明
xwar 細問
xwau 細閱
xwaz 細得
xwbc 細膩
xwbn 細則
xwbo 細部
xwbp 細胞
xwbu 細目
xwbv 細腰
xwcs 細分
xwcu 細說
xwda 細楷
xwdd 綑紮
xwde 細枝
xwde 細皮
xwdi 綑成
xwdk 綑在
xwdl 細柳
xwdm 細查
xwdo 綑住
xwdp 細想
xwds 綑緊
xwdt 綑著
xwdx 綑綁
xwdy 綑上
xwe  細水
xweh 細沙
xweo 細漢
xweq 細對
xwer 細活
xweu 細流
xwfh 細少
xwfh 細粉
xwft 細粒
xwgj 細聲
xwgl 細都
xwgn 細到
xwgz 細走
xwha 細白
xwhk 細微
xwhl 細節
xwhm 細行
xwht 細算
xwhu 細毛
xwis 細成
xwje 細支
xwjf 細察
xwjk 細故
xwjl 細事
xwjl 細麵
xwjn 細字
xwjn 細究
xwjo 細軟
xwju 細密
xwkg 細在
xwkl 細布
xwle 細蝦
xwlv 細數
xwmc 細項
xwme 細雨
xwmk 細致
xwml 細工
xwmm 細雪
xwmo 細琢
xwms 細巧
xwmt 細亞
xwnc 細小
xwnm 細弱
xwnq 細鱗
xwo  細人
xwod 細條
xwod 細氣
xwop 細佬
xwop 細化
xwos 細作
xwow 細個
xwp  細心
xwqw 細看
xwrp 細呢
xwrp 細民
xwrq 細嚼
xwrt 細啦
xws  細的
xwsh 細砂
xwsj 細碎
xwsl 細那
xwsp 細聽
xwsu 細覽
xwsv 細長
xwta 細著
xwtd 細菌
xwtp 細花
xwtu 細觀
xwuu 細出
xwvj 細妹
xwvk 細嫩
xwvn 細姨
xwvr 細如
xww  細了
xwwc 細圓
xwwf 細黑
xwwp 細思
xwwr 細回
xwwy 細點
xwxf 細絲
xwxh 細線
xwxj 細縫
xwxk 細緻
xwxr 細給
xwxu 細繩
xwxv 細網
xwxw 細細
xwyb 細論
xwyf 細談
xwyj 細辛
xwyn 細刻
xwyr 細語
xwzc 細述
xwzm 細些
xwzq 細過
xwzy 細這
xyac 織業
xyac 織業
xyac 織錦
xyad 織機
xyah 織物
xyai 織成
xyak 織布
xyal 織襪
xyam 織工
xyar 織品
xyat 織花
xyau 織出
xyav 織女
xyaz 終日
xyaz 織造
xyba 締盟
xybc 締交
xybq 縞素
xybx 締約
xybx 締結
xyby 縞衣
xybz 締造
xydm 終極
xygh 終場
xyhb 終歸
xyhc 終須
xyhh 終身
xyhr 終告
xyht 終盤
xyib 終能
xyig 絃聲
xyiv 絃樂
xyjn 終究
xyjr 綽號
xyjw 終審
xyjx 綽約
xyka 紋眉
xykb 終有
xykd 紋板
xykh 紋身
xykj 絞乾
xykj 絞車
xykk 絞架
xykk 絞殺
xykk 絞痛
xykl 絞盡
xykm 紋理
xykm 絞刑
xyko 絞肉
xykp 終老
xykq 絞扭
xykr 紋路
xyks 絞碎
xykt 紋樣
xykx 絞線
xyky 紋章
xyly 終非
xymb 終需
xymd 終于
xymg 終至
xyno 終久
xynu 終院
xyoa 終會
xyoq 終年
xyph 終必
xyqm 終生
xyqq 縴夫
xysc 紡錘
xysi 紡成
xysj 紡車
xysr 終局
xysx 紡紗
xysx 紡織
xysy 終於
xysz 終的
xytc 終其
xytv 終養
xyvo 終以
xyvq 終將
xyvr 終始
xyw  終了
xywy 終點
xyxg 終結
xyy  終是
xyyb 終端
xyyd 終棄
xyye 終夜
xyyh 終竟
xyyr 終站
xyzb 終肯
xyzi 終歲
xyzz 終止
xzaf 經照
xzah 經閉
xzbo 經部
xzbv 經脈
xzcb 經銷
xzdm 經查
xze  經濟
xzel 經濟
xzf  經常
xzfl 經常
xzfr 經營
xzhc 經貿
xzja 縫得
xzjc 縫針
xzjg 縫到
xzjg 縫起
xzjh 縫製
xzji 縫成
xzjk 縫在
xzjl 經事
xzjl 縫補
xzjm 縫下
xzjm 縫工
xzjn 縫隙
xzjo 縫合
xzjr 縫口
xzju 經密
xzjv 縫好
xzjx 縫紉
xzjy 縫上
xzkb 經有
xzkb 經痛
xzla 經書
xzlc 經費
xzlw 經由
xzmg 經理
xzmz 經歷
xzn  經不
xzno 經久
xznq 經解
xzoq 經年
xzor 經合
xzpt 經世
xzq  經手
xzqd 經採
xzqe 經援
xzqo 經據
xzqv 經按
xzqy 經拆
xzrv 經跟
xzrx 繾綣
xzs  經驗
xzso 經驗
xztc 經典
xzun 經學
xzv  經以
xzvr 經始
xzvz 經後
xzww 經國
xzxb 經綸
xzxq 經緯
xzxr 經絡
xzxu 經紀
xzyj 經辦
xzyk 經文
xzyr 經商
xzz  經過
xzzq 經建
xzzq 經過
yaaa 也暗
yaab 也明
yaab 也閒
yaae 也暖
yaae 也最
yaaf 也照
yaaf 也顯
yaag 音量
yaah 也易
yaal 也即
yaan 也門
yaar 也問
yaar 音問
yaat 也開
yaav 也關
yaaz 也得
yab  是明
yaba 也把
yabc 也具
yabc 也賺
yabe 也受
yabe 是暖
yabf 也然
yabi 也多
yabi 也賤
yabj 也賊
yabo 音部
yabq 也用
yabq 也胖
yabr 也同
yabr 也賠
yabu 也亂
yabu 也肥
yacb 韻腳
yach 韻律
yacj 韻事
yacl 韻書
yacm 韻致
yacr 韻味
yacs 音分
yacu 也說
yacv 韻婷
yacw 韻母
yacy 韻文
yadb 桌腳
yadd 桌椅
yadf 音標
yadg 桌墊
yadj 桌案
yadk 桌布
yadl 桌巾
yadm 桌球
yadm 桌面
yadn 桌子
yadp 也想
yads 桌的
yadt 也來
yadt 桌前
yady 桌上
yadz 桌邊
yadz 音機
yae  是最
yaee 也沒
yaee 音波
yaef 音源
yaei 音叉
yaej 音準
yaeq 也對
yaer 是闊
yaew 謾罵
yagd 也未
yagh 音場
yagi 也去
yagj 音聲
yagl 也都
yagm 音域
yagn 也到
yago 音高
yahb 也向
yahc 音質
yahg 音程
yahl 音節
yahq 音律
yahq 音符
yahr 音和
yahv 也很
yahw 音箱
yaib 也能
yaif 也為
yaip 也應
yaip 音感
yajb 卓然
yaje 卓溪
yajf 卓犖
yajg 卓越
yajk 卓有
yajm 卓球
yajn 音軌
yajo 卓儀
yajo 卓敏
yajq 卓慧
yajr 音容
yajs 卓賢
yajt 卓著
yajt 卓蘭
yajw 卓見
yajx 卓絕
yajy 也較
yajy 卓卓
yajy 卓效
yajy 卓文
yajy 卓立
yajy 卓謙
yajy 卓識
yajy 卓豪
yajz 是早
yakb 也有
yakg 也在
yakj 音帶
yale 也被
yaly 也非
yam  音一
yamg 音型
yamg 音壓
yamv 也要
yamz 也正
yan  也不
yan  是門
yana 音階
yanj 音障
yanr 也可
yanr 音名
yanu 音色
yaoa 也會
yaok 也使
yaoo 也似
yaoo 也像
yaoo 音像
yaot 也無
yaot 音位
yaoy 音信
yaph 也必
yaq  是時
yaqb 是晴
yaqf 音素
yaqm 音控
yara 韶關
yarc 也只
yarf 韶光
yarr 音品
yart 韶華
yaru 韶山
yary 韶顏
yarz 是問
yas  音的
yasr 音區
yat  是開
yati 音義
yava 音響
yavd 音樂
yavi 竭能
yavk 竭力
yavl 竭盡
yavp 竭心
yavq 也將
yavw 謁見
yavy 竭誠
yawk 也因
yawl 音界
yawp 也罷
yay  也是
yay  音是
yaya 是暗
yayc 音韻
yayf 也就
yayj 也許
yayj 音訊
yayk 音效
yayl 音訓
yayr 音調
yaz  是日
yazc 音頻
yazd 音速
yba  是把
ybar 請問
ybau 是肥
ybba 帝闕
ybba 請把
ybbb 帝服
ybbc 帝業
ybbg 帝堯
ybbh 帝制
ybbj 卜辭
ybbj 請辭
ybbm 帝王
ybbo 帝位
ybbo 帝俄
ybbq 請用
ybbr 帝號
ybbr 請貼
ybbs 帝君
ybbu 是亂
ybbv 帝鄉
ybbw 帝國
ybby 帝是
ybbz 帝遠
ybce 貞潔
ybch 貞節
ybcn 貞子
ybcq 貞操
ybct 貞觀
ybcu 請說
ybcv 貞女
ybcv 貞婦
ybdf 請柬
ybdk 諍友
ybdt 請來
ybdy 諍言
ybe 是受
ybea 敲門
ybec 敲鐘
ybeg 敲到
ybeg 敲起
ybej 敲定
ybej 敲擊
ybek 敲在
ybem 敲下
ybeq 敲打
yber 請洽
ybes 敲的
ybes 敲破
ybes 敲碎
ybes 敲那
ybet 敲著
ybeu 敲出
ybev 敲響
ybew 敲了
ybey 敲詐
ybez 敲這
ybez 敲進
ybez 敲過
ybfq 是胖
ybga 望日
ybgb 請再
ybgd 望梅
ybgd 望樓
ybge 望洋
ybgg 望到
ybgg 望去
ybgg 望幸
ybgg 望都
ybgh 望向
ybgi 望塵
ybgi 望我
ybgi 望能
ybgi 請去
ybgj 望安
ybgk 望有
ybgm 望一
ybgm 望天
ybgm 望而
ybgm 望雲
ybgn 請到
ybgo 請款
ybgr 望啊
ybgs 望的
ybgt 望著
ybgu 請起
ybgv 望以
ybgv 望女
ybgv 望鄉
ybgw 望見
ybgy 望族
ybgz 望遠
ybhb 請向
ybhi 請鬼
ybhq 請等
ybhr 請和
ybhr 請答
ybhw 請留
ybhz 是貶
ybhz 請從
ybi  是多
ybi  請我
ybie 請求
ybij 是賊
ybjc 請戴
ybji 請轉
ybjk 請教
ybjr 請客
ybjv 請安
ybkb 敵軍
ybkc 獻金
ybkd 敵機
ybke 敵對
ybkf 敵營
ybkf 敵黨
ybkg 請在
ybkh 獻策
ybkh 獻血
ybkh 獻身
ybki 敵我
ybki 敵視
ybki 獻禮
ybkj 敵害
ybkj 獻寶
ybkk 敵友
ybkm 獻醜
ybkn 敵隊
ybko 敵人
ybko 敵偽
ybkp 敵情
ybkq 獻技
ybks 敵的
ybks 獻的
ybkt 敵前
ybkt 獻花
ybkt 獻藝
ybku 獻出
ybkv 敵後
ybkv 獻媚
ybkw 敵國
ybkw 獻了
ybkx 獻給
ybky 敵意
ybky 敵方
ybky 獻上
ybky 獻計
yblr 請帖
yblt 請盡
ybmc 請願
ybmf 請示
ybmg 請至
ybmr 詛咒
ybms 請功
ybmu 請電
ybmy 請下
ybmz 請一
ybna 贏得
ybnc 贏錢
ybnf 贏家
ybng 贏到
ybnh 贏利
ybnj 贏定
ybnm 贏球
ybno 贏人
ybnq 請降
ybnr 是膽
ybns 贏取
ybnu 贏出
ybnw 贏了
ybnw 贏回
ybnz 贏這
ybnz 贏過
ybo  請人
yboc 請他
yboe 請假
ybog 請坐
ybok 請便
ybol 請命
yboo 請入
ybop 請代
ybop 請您
ybow 請個
ybpa 龍門
ybpb 龍脈
ybpc 龍銀
ybpc 龍鍾
ybpe 龍潭
ybpf 龍卷
ybpf 龍燈
ybph 請勿
ybph 龍泉
ybph 龍舟
ybph 龍鳳
ybpi 龍威
ybpi 龍床
ybpj 龍穴
ybpk 龍頭
ybpl 龍蝦
ybpl 龍袍
ybpm 龍王
ybpm 龍珠
ybpn 龍子
ybpn 龍飛
ybpo 龍年
ybpr 龍兄
ybpr 龍口
ybpr 龍吟
ybps 龍馬
ybpt 龍井
ybpt 龍華
ybpu 龍崎
ybpv 龍女
ybpw 龍眼
ybpy 龍虎
ybq  是用
ybqe 請撥
ybqh 請先
ybqn 請打
ybqp 請指
ybqv 請按
ybqw 請看
ybqz 請提
ybra 調閱
ybrb 調用
ybrd 調整
ybrd 調查
ybrd 調皮
ybre 調派
ybrf 調光
ybrf 調料
ybrg 調到
ybrg 調高
ybrh 調動
ybrh 調和
ybrh 調節
ybrh 調製
ybri 調度
ybrj 調教
ybrk 調在
ybrk 調有
ybrk 調頭
ybrl 調幅
ybrm 調理
ybrm 調配
ybrn 調子
ybrn 調解
ybro 調任
ybro 調低
ybro 調停
ybro 調焦
ybrp 調情
ybrq 調換
ybrr 調味
ybrs 調職
ybrt 調薪
ybru 調出
ybrv 調以
ybrv 調好
ybrw 調回
ybry 調劑
ybry 調處
ybrz 是同
ybrz 調適
ybrz 調頻
ybsa 旁門
ybsa 旁開
ybsb 旁腺
ybsd 旁枝
ybse 旁注
ybsh 旁白
ybsk 旁有
ybsn 旁及
ybso 旁側
ybsp 請聽
ybsq 旁生
ybsr 旁路
ybss 旁聽
ybst 旁觀
ybsu 旁出
ybsy 旁敲
ybsy 旁註
ybsy 旁証
ybsy 旁證
ybsy 請於
ybsz 旁邊
ybtc 是賺
ybtk 羸瘦
ybtn 羸弱
ybtt 請益
ybuo 謠傳
ybuu 請出
ybuy 謠言
ybvn 請好
ybvo 請以
ybvq 請將
ybvy 請她
ybw  請了
ybwh 請見
ybwk 睿知
ybwo 睿智
ybwq 睿哲
ybwr 請回
ybwy 請罪
ybxr 請給
ybxv 請纓
yby  請是
ybyb 請請
ybyb 請講
ybyf 請談
ybyf 請諒
ybym 請上
ybyo 請你
ybyp 請託
ybyr 是賠
ybyr 請調
ybzo 請進
ybzq 請過
ybzy 請這
yca  六日
ycac 六題
ycag 六旺
ycaq 六時
ycat 六開
ycau 六晚
ycbc 六具
ycbj 六軍
ycbl 六腳
ycbo 六部
ycbq 六腑
ycbr 六周
yccc 六鎮
ycci 六錢
yccn 六弟
ycco 六八
ycco 六欲
yccp 六慾
yccq 六鍵
yccs 六分
ycdb 六桶
ycdd 六棵
ycde 六枝
ycdk 六枚
ycdr 六格
ycdv 六根
