aaalx 晶片組
xtjq  編者按
xtjr  編輯器
xtol  編年史
xubtb 繃著臉
xuej  統治者
xuhs  統籌司
xuhs  統籌局
xums  統一的
xuyq  統計表
xuys  統計局
xuys  統計的
xuyu  統計學
xuyw  統計圖
xuyy  統計處
xvbn  網服務
xveee 綠油油
xveef 綠油精
xvejj 綠十字
xvett 綠茸茸
xvgi  網址為
xvhe  網香港
xvino 繼承人
xvixc 繼續說
xvixj 繼續做
xvku  網友們
xvma  網頁時
xvmg  網球場
xvmj  網球賽
xvmo  網頁內
xvmq  網球拍
xvms  網頁的
xvmy  網頁上
xvob  網使用
xvqo  網提供
xvry  網路上
xvxm  網網頁
xvxs  網絡的
xvxy  網絡商
xvyh  網上行
xvyl  網上版
xvys  網上的
xvyy  網站上
xwbs  細胞的
xyava 織女星
xyhs  終身職
xyji  終審庭
xyju  終南山
xysxc 紡織業
xysxd 紡織機
xysxr 紡織品
xysxv 紡織娘
xywy  終點站
xyyd  終端機
xzag  經得起
xzeb  經濟部
xzeh  經濟科
xzeh  經濟系
xzes  經濟司
xzes  經濟局
xzes  經濟的
xzeu  經濟學
xzfd  經營權
xzfj  經營者
xzfk  經常在
xzfl  經常帳
xzfp  經常性
xzfy  經營商
xzhb  經貿部
xzhe  經香港
xzjyd 縫衣機
xzmo  經理人
xzmz  經歷過
xzng  經不起
xzoo  經合會
xzoy  經修訂
xzsj  經驗者
xzss  經驗的
xzxh  經紀行
xzxo  經紀人
xzzw  經過了
yadmy 桌面上
yavf  音樂家
yavh  音樂科
yavh  音樂節
yavh  音樂系
yavi  音樂廳
yavo  音樂人
yavo  音樂會
yavy  音樂劇
yayy  音效卡
ybak  請問有
ybay  請問你
ybdn  請來函
ybdt  是用來
ybehd 敲竹槓
ybejv 敲擊樂
ybey  請注意
ybezg 敲邊鼓
ybgb  請填妥
ybgj  請填寫
ybgn  是受到
ybgnq 望彌撒
ybgug 望出去
ybgzc 望遠鏡
ybhm  請留下
ybho  請稍候
ybhv  請稍後
ybhy  請告訴
ybhy  請留意
ybia  請參閱
ybij  請參考
ybjq  請直接
ybkf  請大家
ybkht 獻殷勤
ybknz 敵不過
yblp  請盡快
ybmi  請政府
ybml  請願書
ybmm  請致電
ybnaw 贏得了
ybnm  請不要
ybnp  請小心
ybob  請使用
ybou  請他們
ybpqh 龍捲風
ybpst 龍鬚菜
ybptz 龍翔道
ybpyd 龍虎榜
ybqm  請按下
ybqo  請提供
ybrau 調景嶺
ybrdh 調查所
ybrdh 調查科
ybrdl 調查中
ybrdr 調查員
ybrds 調整的
ybrds 調查局
ybrdt 調整期
ybrdx 調查組
ybrkd 調頭寸
ybrom 調低至
ybrrf 調味料
ybryr 調諧器
ybrzi 調頻台
ybstj 旁觀者
ybsx  請聯絡
ybszs 旁邊的
ybvo  是用以
ybwy  請見諒
ybya  請註明
ybyu  請你們
ybzk  請通知
ybzo  請進入
ybzq  請選擇
ycbl  六月初
ycbo  六月份
yccc  六分鐘
ychm  六千元
ycht  六千萬
ycjc  六十八
ycjf  六十五
ycjj  六十七
ycjk  六十九
ycjm  六十三
ycjm  六十二
ycjo  六十億
ycjo  六十年
ycjt  六十萬
ycjw  六十四
ycjy  六十六
ycjz  六十歲
ycmj  六至七
ycmt  六百萬
ycna  六小時
ycob  六個月
ycob  六合彩
ycom  六億元
ycos  六年的
ycot  六年前
ycox  六年級
ycrcg 商業城
ycrco 商業化
ycrcp 商業性
ycrcs 商業區
ycrcs 商業的
ycrcx 商業網
ycrcy 商業上
ycrdd 商標權
ycrje 商事法
ycrnb 商務部
ycrnx 商務網
ycrqo 商提供
ycrrh 商品房
ycrro 商品化
ycrun 商學院
ycrws 商界的
ycrxm 商網頁
ycsr  是公司
yctm  六萬元
ycwc  六點鐘
ycyy  六六六
ydah  新聞稿
ydah  新聞系
ydai  新聞台
ydai  新聞社
ydao  新時代
ydas  新聞局
ydat  新時期
ydau  新聞學
ydaw  新聞界
ydax  新聞組
ydax  新聞網
yday  新聞處
yday  新開設
ydbd  新目標
ydbh  新用戶
ydbk  新朋友
ydbn  新服務
ydbu  新同學
ydcs  新公司
ydde  新標準
yddf  新材料
yddg  新機場
yddo  新概念
ydds  新來的
ydee  新潮流
ydeh  新消息
ydex  新浪網
ydfy  新嘗試
ydgg  新趨勢
ydgoi 雜貨店
ydgqh 雜拌兒
ydgs  新增的
ydgyi 雜誌社
ydhc  新行業
ydhe  新香港
ydhh  新動向
ydhi  新制度
ydhk  新動力
ydhq  新科技
ydhr  新移民
ydhw  新德里
ydif  新台幣
ydir  新成員
ydiy  新成立
ydjf  新資料
ydjh  新事物
ydjh  新客戶
ydjq  新安排
ydjx  新幹線
ydky  新希望
ydky  新知識
ydld  新版本
ydljg 郭富城
ydlnn 郭可盈
ydmb  新面貌
ydmd  新天地
ydmg  新形勢
ydmg  新環境
ydmh  新一季
ydmh  新政策
ydmi  新功能
ydmi  新政府
ydmj  新一輪
ydmm  新一頁
ydmn  新電子
ydmn  新面孔
ydmo  新一代
ydmo  新一年
ydmo  新工作
ydmr  新型號
ydms  新一屆
ydmt  新一期
ydmt  新西蘭
ydng  新登場
ydnh  新階段
ydni  新發現
ydni  新鮮感
ydnj  新鮮事
ydno  新鮮人
ydns  新發展
ydof  新人類
ydog  新領域
ydoi  新年度
ydon  新氣象
ydor  新作品
ydor  新會員
ydoy  新修訂
ydpo  新世代
ydpw  新世界
ydpx  新世紀
ydqe  新生活
ydqh  新技術
ydqj  新投資
ydqj  新規定
ydqo  新生代
ydqo  新生命
ydqo  是根據
ydqr  新挑戰
ydqu  新推出
ydqy  新措施
ydrh  新品種
ydrh  新路向
ydsg  新加坡
ydsm  新局面
ydso  新職位
ydti  新華社
ydti  新落成
ydtu  新蒲崗
ydubo 親骨肉
yduhk 親和力
yduho 親筆信
ydul  新出版
yduo  新學年
yduos 親愛的
ydupi 親切感
ydurc 親兄弟
ydurf 親民黨
ydwh  新里程
ydwl  新界北
ydws  新界區
ydwx  新思維
ydxc  新紀錄
ydxe  新經濟
ydxm  新紀元
ydxm  新網頁
ydya  新新聞
ydyc  新市鎮
ydye  新方法
ydyh  新方向
ydyh  新課程
ydyj  新方案
ydyl  新計劃
ydyo  新文化
ydyr  新產品
ydyy  新上市
ydyy  新設計
ydzy  新建議
yeam  夜明珠
yedh  夜來香
yefd  夜光杯
yekb  是沒有
yeqe  夜生活
yevob 餐飲部
yewzr 督導員
yexo  夜總會
yfaa  就顯得
yfek  就沒有
yffad 談得來
yfffl 談判中
yffmy 談一談
yffny 談不上
yffvo 談戀愛
yfhb  就自然
yfhe  就香港
yfhk  就所有
yfhs  就等於
yfhw  就行了
yfhy  就算是
yfin  就能夠
yfiy  就應該
yfjo  就完全
yfka  就有關
yfks  就在於
yfkw  就有了
yfkz  就知道
yfmi  就政府
yfmj  就一定
yfmm  就需要
yfni  就不能
yfni  就可能
yfnm  就不要
yfno  就不會
yfnv  就可以
yfnw  就夠了
yfny  就不是
yfoe  就無法
yfok  就會在
yfok  就會有
yfoo  就任何
yfor  就係咁
yfoy  就像是
yfph  就必須
yfri  就只能
yfrk  就只有
yfrv  就足以
yfua  就覺得
yfvb  就如同
yfvo  就好像
yfvw  就好了
yfwi  就因為
yfxi  就變成
yfyb  就是把
yfyb  就是用
yfyc  就是說
yfyd  就是想
yfyh  就是從
yfyh  就該等
yfyi  就讓我
yfyk  就是在
yfyk  就是有
yfym  就是要
yfyo  就是他
yfys  就是那
yfys  就讀於
yfyv  就是將
yfyw  就是了
yfyy  就是你
yfyz  就是這
yfzt  就這樣
ygas  主題的
ygau  主日學
ygaw  主題曲
ygbc  主目錄
ygbp  主體性
ygcjs 讀者的
ygcku 讀大學
ygclo 讀書人
ygclo 讀書會
ygcvi 讀後感
ygdd  主機板
ygdw  主權國
yghp  主動性
ygjf  主資料
ygjj  主考官
ygjw  主教團
ygjx  主教練
ygkb  主力軍
yglm  主畫面
ygmc  主要分
ygms  主要的
ygmy  主要是
ygoc  主人翁
ygos  主人的
ygos  主任的
ygqo  主持人
ygsn  主耶穌
ygsqj 虧損額
ygtj  主義者
ygxm  主網頁
ygyd  主辦權
ygyj  主辦者
ygyo  主講人
ygys  主計長
ygyy  主計處
ygzr  主選單
ygzs  主導的
yhbk  竟然有
yhby  竟然是
yhemo 設一個
yheos 設備的
yheu  是香港
yheyh 設計師
yheyj 設計者
yheys 設施的
yheys 設立的
yheys 設計的
yheyu 設計出
yheyw 設計圖
yhkb  是很有
yhkb  是所有
yhmcb 產業部
yhmco 產業化
yhmcs 產公司
yhmcs 產業的
yhmcw 產業署
yhmm  是第二
yhmqs 產生的
yhmrs 產品的
yhqhj 謝師宴
yhqmc 謝霆鋒
yhqoo 謝偉俊
yhqsz 謝長廷
yhqyo 謝謝您
yhqyy 謝謝你
yhsu  是自己
yhte  是怎樣
yhtg  是很難
yhyb  是所謂
yifmn 熟面孔
yijl  議定書
yimbl 試用版
yimbt 試用期
yimcm 試金石
yimhq 試算表
yimmy 試一試
yimss 試驗的
yimyq 試試看
yirs  議員的
yiryo 諮詢會
yiryt 諮詢期
yis   是我的
yiucd 充分地
yiuet 充滿著
yiuew 充滿了
yiuls 充裕的
yium  是我們
yiume 充電池
yiumr 充電器
yiurs 充足的
yiuta 充其量
yiw   是為了
yiyo  是應該
yjaty 諸葛亮
yjmz  是真正
yjnt  章小蕙
ykav  是有關
ykce  文錦渡
ykeg  文匯報
ykho  文物館
ykjav 辦得好
ykjcd 辦公樓
ykjci 辦公廳
ykjcj 辦公室
ykjgj 辦喜事
ykjjy 辦事處
ykjs  文字的
ykjt  文字幕
ykjvj 辦後事
ykkts 效益的
ykkws 效果的
ykkyg 效率高
ykob  文化部
ykod  文件檔
ykod  文件櫃
ykoh  文化科
ykoh  文化節
ykok  文件夾
ykos  文件的
ykos  文化的
ykow  文化界
ykuf  文學家
ykuj  文學士
ykul  文學史
ykun  文學院
ykus  文學的
ykuv  文學獎
ykyl  文章中
ykzm  是有些
ykzt  是知道
ylcag 亦得到
ylcbg 亦受到
ylcbt 亦同樣
ylcek 亦沒有
ylcgi 亦未能
ylcgp 亦未必
ylciy 亦應該
ylckb 亦有助
ylckt 亦有其
ylckz 亦知道
ylcmm 亦需要
ylcna 亦不得
ylcnh 亦可向
ylcni 亦不能
ylcni 亦可能
ylcnn 亦不可
ylcno 亦不住
ylcno 亦不會
ylcns 亦可於
ylcnv 亦不斷
ylcnv 亦可以
ylcny 亦不是
ylcoe 亦無法
ylcok 亦會在
ylcok 亦會有
ylcpq 亦包括
ylcqo 亦提供
ylcua 亦覺得
ylcxf 亦經常
ylcyi 亦認為
ylgb  市場部
ylgo  市場化
ylgs  市場的
ylgu  市場學
ylgy  市場上
yllp  市中心
yllxb 訓練部
yllxf 訓練營
yllxg 訓練場
yllxm 訓練班
ylmi  市政府
ylmi  市政廳
ylms  市政局
ylmy  市面上
ylnay 劑量率
ylny  市盈率
ylre  市民對
ylrn  市民及
ylrs  市民的
ylrv  市民如
ylry  市民亦
ylsy  是由於
ylvps 衷心的
ylww  是中國
ylyk  是中文
ylzs  市建局
ymaa  上問題
ymag  上得到
ymat  上星期
ymbf  上周五
ymbn  上服務
ymbo  是一部
ymdm  是一本
ymds  上來的
ymee  上海灘
ymeh  上海街
ymeq  是一對
ymey  上海市
ymfg  上半場
ymfo  上半年
ymfo  是一家
ymgh  是一場
ymhe  上香港
ymhe  是一段
ymhg  是一種
ymhg  是兩種
ymhk  上所有
ymhm  上升至
ymib  是否能
ymie  是要求
ymio  是一次
ymip  是否應
ymiq  是政府
ymiu  上我們
ymjdy 評核試
ymjf  上資料
ymjfj 譚耀宗
ymjfy 譚耀文
ymjji 評定為
ymjjw 評審團
ymjy  上資訊
ymjyf 評論家
ymjyi 譚詠麟
ymjyo 評議會
ymjyr 評論員
ymjz  是一定
ymka  上有關
ymkb  是否有
ymki  是一套
ymku  上大學
ymlw  上中國
ymly  上中文
ymmc  是一項
ymmh  上一段
ymmh  上一篇
ymmi  上一次
ymmi  上政府
ymmk  是一致
ymmm  上一頁
ymmm  上需要
ymmo  上一代
ymmo  上一件
ymmo  上一位
ymmo  上一個
ymmo  上一年
ymmo  上下午
ymmo  上兩個
ymmp  上一切
ymms  上一層
ymmt  上一期
ymmv  是需要
ymmy  上一章
ymmy  上班族
ymmz  上一些
ymnjs 訂定的
ymnr  是一名
ymnr  是否可
ymnv  上可以
ymoa  是否會
ymob  上使用
ymob  上個月
ymod  上午校
ymod  是一條
ymoh  是一份
ymoi  上年度
ymoj  上午十
ymoo  上任何
ymoq  是一件
ymoq  是一年
ymos  是工作
ymot  是一位
ymou  上他們
ymou  上作出
ymov  上任後
ymow  是一個
ymow  是兩個
ympr  是一句
ymps  是一切
ympx  上世紀
ymqo  上提供
ymrys 語言的
ymryu 語文學
ymryu 語言學
ymsu  是否已
ymte  上葵涌
ymte  是一樣
ymto  上其他
ymug  上學去
ymut  上學期
ymya  上課時
ymybn 卡服務
ymygm 卡塔爾
ymyot 卡介苗
ymyqk 卡拉奇
ymyrw 卡路里
ymyzl 卡通片
ymzal 証明書
ymzm  是一些
ymzs  上述的
ynad  處得來
ynbn  處服務
ynct  是不錯
ynhe  處香港
ynib  是不能
ynib  是可能
ynjs  處索取
ynmr  處理器
ynms  處理的
ynmv  處理好
ynno  處發售
ynnr  是不夠
ynoa  是不會
ynqm  是發生
ynqo  處提供
ynsv  是發展
yntal 證明書
yntch 證交所
yntfc 證券業
yntfh 證券行
yntfw 證券界
yntfy 證券商
yntso 證監會
ynvb  處女膜
ynvd  處女地
ynvi  處女座
ynvn  處以及
ynvo  是可以
ynvo  處女作
ynxm  處網頁
yny   是不是
ynys  處處長
yoai  你問我
yobgs 論壇的
yobq  是使用
yobyo 論文集
yocs  你說的
yoeg  是無法
yoek  你沒有
yogi  你到底
yogii 誰能為
yogkz 誰知道
yognk 誰不知
yognv 誰可以
yohi  你和我
yohi  你怎麼
yohkh 診療所
yohkj 診症室
yohs  你自己
yoii  是什麼
yoiy  你應該
yojbo 許多人
yojgj 許志安
yojny 許可証
yojny 許可證
yojoo 許仕仁
yokz  你知道
yomg  是合理
yomm  你需要
yomo  你一個
yond  你不想
yoni  你不能
yoni  你可能
yonm  你不要
yono  你不會
yonv  你可以
yony  你不是
yoob  你使用
yooi  你愛我
yook  你會有
yoor  是任何
yoprg 諗唔到
yoqo  你提供
yori  你跟我
yos   是假的
youa  你覺得
youc  你們說
youg  你們都
youm  你們要
youm  是他們
yous  你們的
youv  你們好
yoves 旅游局
yovhi 旅行社
yovho 旅行袋
yovhw 旅行團
yovi  你以為
yovr  你好嗎
yovzc 旅遊業
yovzj 旅遊車
yovzs 旅遊區
yovzs 旅遊局
yovzw 旅遊界
yovzw 旅遊點
yoxi  你給我
yoyi  你認為
yoym  你是否
yoys  是雙方
yoyy  你就是
ypaay 詢問處
ypgk  意志力
yphl  意向書
ypkh  意大利
ypmv  是必要
ypnd  意外地
ypqr  是包括
yprt  意味著
yptdo 盧森堡
yptmy 盧巧音
ypty  意義上
ypwh  意見箱
ypwl  意見書
ypwy  意思是
ypyg  意識到
yqke  討老婆
yqoc  是提供
yqoj  討便宜
yqom  討人厭
yqqe  討生活
yqvv  討媳婦
yqyd  討論板
yqyg  討論到
yqyo  討論會
yqys  討論區
yqyv  討論後
yqyx  討論組
yrah  占星術
yrdbg 享受到
yrdoj 享優惠
yrjar 計時器
yrjhd 計算機
yrjhj 計程車
yrjhr 計算器
yrjhu 計算出
yrjll 計劃中
yrjll 計劃書
yrjln 計劃外
yrjlo 計劃內
yrjlo 計劃會
yrjlp 計劃性
yrjlr 計數器
yrjls 計劃的
yrkvi 誤以為
yrkzp 誤導性
yrnl  言不順
yruaa 亮晶晶
yruaa 亮閃閃
yryh  占上風
yscw  方公里
ysey  方法論
yshm  方程式
ysii  是那麼
yskao 放暑假
yskhh 放風箏
yskhp 放射性
yskjo 放空氣
yskkc 放大鏡
yskkr 放大器
yskl  方力申
yskuv 放學後
yskwk 放置在
yskyw 放棄了
ysms  方面的
ysos  方便的
yspbd 認股權
yspbp 認受性
yspii 認為應
yspio 認為他
yspis 認為的
yspiy 認為是
yspiz 認為這
yspyg 認識到
yspyw 認識了
yssy  是屬於
ysuai 記得我
ysucs 記錄的
ysujh 記事簿
ysujo 記者會
ysukm 記大功
ysukz 記大過
ysung 記不起
ysupb 記憶體
ysupk 記憶力
ysupl 記憶中
ysupy 記憶卡
yszm  是那些
ytbfr 講粗口
ytbg  立體聲
ytbjj 講故事
ytbzm 講道理
ytdkj 謀殺案
ytdkw 謀殺罪
ytebc 護目鏡
ytebn 護服務
ytegv 護土牆
ytekn 護老院
ytemr 護理員
ytemu 護理學
yten  立法院
yteo  立法會
ytes  立法局
ytes  立法的
yteyr 護膚品
ytgl  立場書
ytii  是甚麼
ytiyh 戲劇節
ytiyp 戲劇性
ytjtw 辛苦了
ytmo  立一個
ytmoq 謹代表
ytnj  立陶宛
ytoc  是其他
ytqms 詳列於
ytqxd 詳細地
ytrbm 諾貝爾
ytrtm 諾基亞
ytsy  是基於
ytyf  立方米
yuboh 端午節
yugai 離開我
yugas 離開的
yugaw 離開了
yuggh 離境稅
yughs 離島區
yugna 離不開
yugor 離合器
yuubj 競爭者
yuubk 競爭力
yuubp 競爭性
yuubs 競爭的
yvor  是如何
yvpm  是女性
yvpnw 忘不了
yvpyw 忘記了
yvqeg 牽涉到
yvqht 牽牛花
yvzp  是如此
ywgtv 童養媳
ywhq  課程表
ywif  是因為
ywjo  課室內
ywlw  課中國
ywree 鹹水湖
ywren 鹹水魚
ywvmk 裏面有
yxeq  是絕對
yyaan 識時務
yygbl 註冊費
yygbs 註冊的
yygbs 註冊碼
yygby 註冊處
yyoaa 該問題
yyobn 該服務
yyocs 該公司
yyoee 該泳灘
yyoht 該怎樣
yyolp 該中心
yyony 該不該
yyooi 該年度
yyooo 該條例
yyovo 該如何
yyoxm 該網頁
yyoyl 該計劃
yyrgd 站起來
yyrhk 站所有
yyrjf 站資料
yyrqo 站提供
yyrud 站出來
yyrxm 站網頁
yys   是你的
yysaa 訪問時
yysas 訪問的
yysaw 訪問團
yyveo 讓各位
yyvey 讓對方
yyvhe 讓香港
yyvhk 讓所有
yyvhs 讓自己
yyviu 讓我們
yyvkf 讓大家
yyvmb 讓更多
yyvmi 讓政府
yyvob 讓使用
yyvoo 讓每個
yyvou 讓他們
yyvro 讓別人
yyvto 讓其他
yyvxk 讓網友
yyvyj 讓讀者
yzow  是這個
yzte  是這樣
zaac  之問題
zanh  退除役
zaoc  退休金
zaos  退休的
zaov  退休後
zas   之間的
zbht  肯德基
zbjbs 運用於
zbjbs 運用的
zbjha 運動日
zbjhb 運動服
zbjhg 運動場
zbjho 運動會
zbjhr 運動員
zbjhs 運動的
zbjht 運動鞋
zbjjc 運輸業
zbjjd 運輸機
zbjjs 運輸司
zbjjs 運輸局
zbjjw 運輸署
zbjo  肯定會
zbjos 運作的
zbjy  肯定是
zbns  之服務
zbroi 週年慶
zbs   之目的
zbuqr 遙控器
zbuzd 遙遙地
zbuzs 遙遙的
zche  選舉法
zcoh  選修科
zcqa  選擇題
zcqd  選擇權
zcqh  選擇所
zcqj  選拔賽
zcqm  選擇項
zcqp  選擇性
zcsr  之公司
zdip  速度快
zdqes 違法的
zdqoj 違例者
zehe  返香港
zeod  返內地
zfbzz 逍遙遊
zfil  之精神
zfos  迷人的
zfs   之類的
zfvt  迷幻藥
zggs  遠高於
zggz  遠超過
zgos  遠低於
zgqgw 達到了
zgqgz 達到這
zgqhe 達香港
zgqiw 達成了
zgqmy 達爾文
zgqng 達不到
zgqqt 達拉斯
zgqzr 達之路
zgry  遠距離
zgyss 遠方的
zgzs  遠遠的
zhajs 迫擊砲
zhapp 迫切性
zheu  之香港
zhif  之行為
zhkb  之所有
zhkyj 邀請賽
zhreg 追溯到
zhrnj 追隨者
zhrny 追不上
zhryd 追訴權
zhsab 透明膠
zhsai 透明度
zhsas 透明的
zhvo  之所以
zhzog 延伸到
zhzom 延伸至
zhzxp 延續性
zihy  歲兒童
zivm  歲以下
zjad  連日來
zjci  連鎖店
zjeip 歧視性
zjfy  之資料
zjhs  連自己
zjmf  連珠炮
zjmm  之十二
zjmo  連一個
zjqg  連接到
zjqg  連接埠
zjqr  連接器
zjwp  連貫性
zjxp  連續性
zkav  之有關
zkfjf 遼寧省
zkhe  送秋波
zkop  送人情
zlad  近日來
zlcou 遺傳學
zlcyh 遺產稅
zlkb  之中有
zlod  近年來
zlol  近代史
zlonz 逃不過
zlpm  近情理
zlqhc 建築業
zlqhh 建築師
zlqhh 建築物
zlqhh 建築系
zlqhu 建築學
zlqhw 建築署
zlqts 建基於
zlqyg 建立起
zlqyl 建設費
zlqyl 建議書
zlqyo 建議您
zlqyp 建設性
zlqys 建立的
zlqys 建設的
zlqys 建議的
zlqyw 建立了
zlqyy 建議你
zlqzc 建造業
zlrtl 遣散費
zlry  近距離
zlvo  近幾年
zlwjs 迪士尼
zlwtn 迪斯可
zmmv  之需要
zmoi  些什麼
zmojo 逐客令
zmos  之工作
zmthk 逗留在
znby  通脹率
znfk  通常在
znfo  通常會
znfy  通常是
znhy  通行證
znjzd 迅速地
znjzs 迅速的
znki  通知我
znkl  通知書
znmw  通電話
znrz  之不足
znsv  之發展
znth  通菜街
znxk  通緝犯
znyc  通訊業
znyc  通訊錄
znyi  通訊社
znyr  通訊員
znyx  通訊網
zobq  之使用
zoha  進行得
zohl  進程中
zohl  進行中
zohw  進行了
zohw  進行曲
zoiq  進度表
zomz  進一步
zoor  之任何
zoos  進入的
zoow  進入了
zooy  進化論
zora  進口量
zorh  進口稅
zoro  進口貨
zory  進口商
zour  進出口
zpaa  此問題
zpbn  此服務
zpdez 柴灣道
zpfcu 紫金山
zpfdg 紫禁城
zpfea 紫水晶
zpfmh 紫丁香
zpfnf 紫外光
zpfnx 紫外線
zpfwt 紫羅蘭
zpiu  此我們
zpjs  此事的
zpmm  此需要
zpxm  此網頁
zqag  過得去
zqan  過日子
zqdo  過來人
zqep  過渡性
zqer  過濾器
zqet  過渡期
zqfl  過半數
zqgs  過去的
zqgw  過去了
zqhe  過香港
zqhl  過程中
zqhs  過程的
zqit  過度期
zqiu  過我們
zqjz  之規定
zqka  過有關
zqmi  過一次
zqmo  過一個
zqnw  過不了
zqnz  過不過
zqoo  過任何
zqou  過他們
zqsr  過馬路
zqwm  過了一
zrhy  造物主
zriss 造成的
zsik  邊度有
zsjhe 避風港
zsjhg 避風塘
zsjmc 避雷針
zsjnd 避免地
zsjnk 避免在
zsjnk 避孕套
zsjns 避免的
zsjth 避難所
zsqao 遲早會
ztabg 遭受到
ztazg 遭遇到
ztbaj 邁阿密
zthe  道香港
zthx  道德經
zthy  道德上
zti   之前我
ztiu  道我們
ztkb  之前有
ztmi  道政府
ztoc  之其他
ztou  道他們
ztrx  道路網
ztry  道路上
zts   之前的
ztugl 逆境中
zufx  導火線
zums  導致的
zumw  導致了
zuoy  導修課
zvdh  之後才
zvek  還沒有
zvgi  還未能
zvgt  還款期
zvkk  還存在
zvko  還有人
zvkz  還有些
zvlyo 迎新會
zvmb  還要多
zvmm  還需要
zvnc  還不錯
zvng  還不到
zvnh  還不算
zvni  還不能
zvni  還可能
zvnn  還不夠
zvnv  還不如
zvnv  還不斷
zvnv  還可以
zvny  還不是
zvok  還會有
zvph  還必須
zvpq  還包括
zvqk  還擁有
zvqo  還提供
zvs   之後的
zvveh 巡洋艦
zvvi  還以為
zvya  還記得
zvyf  之後就
zvyk  還是在
zvyk  還設有
zvym  還是要
zvyo  還是會
zwryy 迴旋處
zwtj  遇難者
zxmc  之網頁
zyaa  這問題
zyao  這時候
zybbs 適用於
zybfs 適當的
zybip 適應性
zybos 適合於
zybos 適合的
zyboy 適合你
zybps 適切的
zydl  這本書
zydm  這東西
zydvg 遊樂場
