aaaa   日照時間
ksuwpm 犯罪心理學
kueidp 瘦成皮包骨
kufjy  大學火車站
kuwcq  大學畢業生
kwfjy  大圍火車站
kwoyt  大男人主義
kwwnw  大眼瞪小眼
kbcgs  大部分地區
kznkhq 知不知所措
kznknu 知不知不覺
kznttc 知子莫若父
kznttw 知子莫若母
kzszhn 知恥近乎勇
kzzikz 知之為知之
lator  中晚期作品
layyly 書記處書記
lbdes  中央標準局
lbhro  中央委員會
lbmig  中央電視臺
lbmii  中央電視台
lboys  中央信託局
lbpgs  中央情報局
lbsjn  中央研究院
lbwlo  中央圖書館
lbymr  中央處理器
lbzyi  中央通訊社
lcobyj 貴人多忘事
lemznx 被壓迫階級
lemzry 被壓迫民族
levfnx 被剝削階級
lexenx 被統治階級
lgnnyo 裡外不是人
lhafmg 帕米爾高原
liegs  中台灣地區
ljajny 牌照事務處
ljpokn 蛇無頭不行
ljbgs  中南部地區
lkboku 史丹佛大學
lktsqh 盎司換算法
llcacy 順時針方向
llcacy 順時鐘方向
llptwo 患難見人心
llthw  中非共和國
llxmhd 串繞電動機
llbgs  中北部地區
lmpomt 北愛爾蘭省
lmpdro 北杜味拿河
lmpezh 北海道鼠兔
lmpgze 北赤道洋流
lmpymi 北京電視臺
lmsxo  中西醫結合
lmxof  中正紀念堂
lnmoc  中小型企業
loecnh 複分解反應
lojma  中午十二時
lpbajf 背景資料卡
lpsgo  中心的地位
lqnlb  中看不中用
lqnlr  中看不中吃
lqnls  中看不中聽
lryjr  中距離賽跑
lsymmp 初試雲雨情
ltknyl 盡在不言中
ltmig  中華電視臺
ltmii  中華電視台
ltnldb 盡不盡相同
lttof  中華革命黨
lusun  中山醫學院
lvjyhd 數字計算機
lvojoe 數位輸入法
lvvmty 數以百萬計
lwbao  中國同盟會
lwfxqn 螺絲批及鏟
lwhun  中國科學院
lwkoot 由奢入儉難
lwlgha 申報所得稅
lwncb  中國外交部
lwooka 由儉入奢易
lwsoos 由於今年的
lwtyf  中國共產黨
lwwrf  中國國民黨
lwyhi  中國旅行社
lycsmq 非金屬元素
lyfcju 非營業支出
lyfcvo 非營業收入
lyjoe  中文輸入法
lymazm 非一日之功
lymixx 非政府組織
lytmbf 非典型肺炎
lyvfhn 非始料所及
lyvqnv 非婚生子女
lyxphj 非線性失真
lyxpmo 非線性元件
lzyjoe 片語輸入法
maczfj 百分之五十
maczmj 百分之三十
maczmm 百分之一百
maczmw 百分之一點
mamnk  一問三不知
maozcj 百份之八十
maozfj 百份之五十
maozjc 百份之十八
maozjf 百份之十五
maozjj 百份之七十
maozjj 百份之十七
maozjk 百份之十九
maozjm 百份之十一
maozjm 百份之十三
maozjm 百份之十二
maozjw 百份之十四
maozjy 百份之十六
maozkj 百份之九十
maozmj 百份之三十
maozmj 百份之二十
maozmw 百份之二點
maoztf 百份之廿五
maoztm 百份之廿二
maozwj 百份之四十
maozyj 百份之六十
maqma  一日拖一日
matjiq 百善孝為先
mbsyhj 勵新懲教所
mbtoby 而其他則是
mbwhhq 雷射印表機
mbwjmg 雷克雅未克
mbyme  一把辛酸淚
mbzzln 而這之中又
mcettp 酸葡萄心理
mchish 西印度群島
mchisq 西印度聯邦
mcmwvv 西王母娘娘
mcthes 西藏自治區
mcwjpi 西點麵包店
mcwsyw 西羅馬帝國
mdewsm 玻里尼西亞
mdzljh 歷史博物館
mdzljh 歷史博物館
memqs  一沐三握髮
mfkenq 爾冬陞先生
mfnhig 原子反應堆
mfninm 原子能發電
mgnhz  一去不復返
mgnwk  一去不回頭
mgzmg  一報還一報
mhdemn 珠江三角洲
mhgntk 雅魯藏布江
mhhoh  一般等價物
mhihtr 元朗鳳翔路
mhijcv 元朗十八鄉
mhikmg 元朗大球場
mhiksr 元朗大馬路
mhiobo 醜人多作怪
mhjmh  一物剋一物
mhmmy  一千零一夜
mhmqy  一系列措施
mhmww  一翻兩瞪眼
mhnmh  一物降一物
mhnuo  一鼻孔出氣
mhqbth 元素周期律
miemmn 球面三角形
miemvo 球面幾何學
migayk 至晚上九時
mimoz  一次百份之
miyhm  一次方程式
mjbqh  一妻多夫制
mjhiy  一定程度上
mjkvnm 敢怒不敢言
mjllr  一朝被蛇咬
mjsav  一定的影響
mjyzr  一字記之曰
mkcmo  一九八一年
mkcnot 天公不作美
mketpf 天涯若比鄰
mkghyz 天高皇帝遠
mkgopb 壓倒性多數
mkhgcy 天后地鐵站
mkjagd 天安門城樓
mkjaig 天安門廣場
mkjajo 天安門事件
mkjco  一九七八年
mkjhmr 天字第一號
mkjmo  一九七一年
mkjyo  一九七六年
mkkco  一九九八年
mkkfo  一九九五年
mkkjo  一九九七年
mkkko  一九九九年
mkkyo  一九九六年
mkmdoj 天下本無事
mkmosb 天下人耳目
mkmotj 天下無難事
mknhom 天不從人願
mkqmej 天生一對寶
mkyimo 天文台工作
mkyism 天文台的一
mkyyzc 天文望遠鏡
mlchaw 工業貿易署
mlcttj 工欲善其事
mlgqmc 工場手工業
mljnsl 工資附加費
mlkkps 更奇怪的是
mlkyms 更上一層樓
mlojxj 兩審終審制
mloobg 兩條腿走路
mmcjx  一二八事變
mmiyhm 二次方程式
mmjmpx 二十一世紀
mmjwho 二十四節氣
mmjwna 二十四小時
mmmbxs 三軍總醫院
mmmcjo 二二八事件
mmmcjx 二二八事變
mmmcvv 三八婦女節
mmmeof 二一添作五
mmmfds 三家村碼頭
mmmmfo 二零零五年
mmmmjo 三元輸入法
mmmmmo 二零一零年
mmmmmo 二零零一年
mmmmmo 二零零三年
mmmmmo 二零零二年
mmmmmo 二零零零年
mmmmwo 二零零四年
mmmmyj 三百六十度
mmmmyj 三百六十行
mmmnxe 三角網測站
mmmohd 三個臭皮匠
mmmwmv 三思而後行
mmnhh  一醉解千愁
mmofbj 二年五月十
mmomoo 二○一○年
mmooco 二○○八年
mmooeo 二○○三年
mmoofo 二○○五年
mmooio 二○○二年
mmooko 二○○九年
mmoomo 二○○一年
mmoooo 二○○○年
mmoopo 二○○七年
mmoowo 二○○四年
mmooyo 二○○六年
mmoqdh 二年生植物
mmpokm 惡人有惡報
mmpoqh 惡人先告狀
mmyhm  一元方程式
mnfhkh 烈血大風暴
mnhxqq 丁種維生素
mnnhja 列氏寒暑表
mnnjyt 列支敦斯登
mobvd  一年多以來
moibo  一個或多個
mopeq  一個性對手
moqmo  一個接一個
mptjfs 死難者家屬
mqmjh  一夫一妻制
mrrtzh 哥斯達黎加
msfmzt 瑪麗蓮夢露
msftzt 瑪莉蓮夢露
msghbi 功到自然成
msyykr 功率放大器
mtawme 亞得里亞海
mtbmsy 霸王硬上弓
mtfljt 亞當史密斯
mtgkgs 亞熱帶地區
mtgkoo 亞熱帶氣候
mthesi 亞利桑那州
mthexi 亞利桑納州
mthyjo 形音輸入法
mtkxoo 亞太經合會
mtnjyy 刑事訴訟法
mtszcg 亞馬遜盆地
mtthse 亞美利加洲
mttsmo 亞美尼亞人
mtwjbh 亞里士多德
mtwtbh 亞里斯多德
mucymn 頑童歷險記
muexmr 電流繼電器
muhqjd 電動打字機
muiqvd 電視接收機
muizxy 電視連續劇
mummir 電壓互感器
munahc 電子顯微鏡
munmjr 電解電容器
munyhd 電子計算機
muwcqd 電話交換機
muwsvr 電話的響號
muyssn 電訊局長可
muysss 電訊局長的
muyygo 電訊市場內
muyygs 電訊市場的
mvcnmo 要錢不要命
mweiks 夏威夷群島
mwfqcq 票據交換所
mwnyoh 副主任委員
injqe 現實生活中
inkji 現在完成式
inooz 現代化建設
mwvgoh 環境食物局
mwycf  一點六八米
myimth 下台一鞠躬
myjeen 醉酒灣防線
mymhmq 下一番功夫
myohc  一諾值千金
mysmoz 下的百份之
mzfsqe 正常的生活
mzhmym 正反兩方面
mzkexe 政治經濟學
mzkhhq 政策和措施
mzkhhy 政策和方案
mzkihm 政府與政府
mzkiow 政府合署二
mzkiya 政府新聞處
mzknhr 政務委員會
mzknss 政務司司長
mzknss 政務司司長
mzkwnq 政見發表會
mzmbh  一步一腳印
nahasu 陽明醫學院
nanhh  不明飛行物
nbcnnq 負不負責任
nbsni  不同的角度
nbsqe  不同的看法
nbsyw  不同的意見
ncejmi 小津安二郎
nchykm 小兵立大功
ncjynx 小資產階級
ncmwkm 小巫見大巫
ncnrkn 小魚吃大魚
ncrbyv 小別勝新婚
ncxhro 小組委員會
ncyrqy 小商品生產
ncyrxe 小商品經濟
ndufdj 孔雀東南飛
nggbxs 陸軍總司令
nggejm 陸海空三軍
nhnys  不卑不亢的
nhocq  不等價交換
niihco 強積金條例
niqfo  不良青少年
nirhug 名師出高徒
nirnwx 名不見經傳
nirwny 名男子襲擊
niyqj  不成文規定
njoxy  不完全統計
nkink  不知為不知
nkjow  不知者無罪
nknua  不知不覺間
nkvop  不知好人心
nmbhvn 隔行如隔山
nmbnnj 孺子可教也
nmeyt  不干涉主義
nmhdoh 發動機短艙
nmqffo 發生爐煤氣
ahcie 阿公店水庫
ahcud 阿公岩村道
ahhls 阿留申群島
ahlhs 阿非利加洲
ahmas 阿爾巴尼亞
ahmht 阿爾卑斯山
ahmnf 阿爾發粒子
ahmnh 阿爾及利亞
ahora 阿什哈巴德
ahqas 阿拉巴馬州
ahqof 阿拉伯半島
ahqol 阿拉伯數字
ahqow 阿拉伯國家
ahqts 阿拉斯加州
ahtew 阿茲海默症
ahvth 阿姆斯特丹
nmslwf 發展中國家
nmsnpg 發展不平均
nmsnph 發展不平衡
nmspmu 發展心理學
nmssmg 發展的形勢
nmyooa 發言人今日
nmyoqm 發言人表示
nnchnj 預算外資金
nnckei 預力混凝土
nnhhy  不及物動詞
nnmwon 弱國無外交
nnsvd  不久的將來
noaztm 久旱逢甘雨
noaztm 久旱逢甘霖
nodlst 除非己莫為
nohno  不拿白不拿
noidhx 陰極射線管
noielh 陰溝裡翻船
nokiis 久病成良醫
nooqm  不信任投票
npaht  不懂得怎樣
npezf  不怕沒柴燒
nphox  不平等條約
nqndy  不打不相識
nqobr  不擋人財路
nqopqo 承包責任制
nrhhej 可自行決定
nrhnr  不吃白不吃
nrhpgh 可行性報告
nrhpsj 可行性研究
nrnnio 可不可或缺
nrnnis 可不可能的
nrnnof 可不可缺少
nrnnwy 可不可思議
nrnnzn 可不可避免
nrxmjr 可變電容器
ntlnpb 鄧小平同志
ntlnpm 鄧小平理論
ntnnh  不著陸飛行
nuflll 鴛鴦蝴蝶派
nuhxqq 乙種維生素
nvtoy  不斷革命論
nwivjq 觸媒轉換器
nxawf  不結盟國家
nxazh  不結盟運動
nyecqy 外匯兌換率
nyehms 外匯管理局
nyhmxe 外向型經濟
nynqm  不記名投票
nyslsg 防患於未然
nyszwj 防止罪案科
nywjoe 外置輸入法
oamrmy 但另一方面
oanoyy 會不會忘記
obgsxe 內地的經濟
obhnzy 內舉不避親
obiznh 內神通外鬼
objhmm 內容和形式
obmro  人爭一口氣
oboifk 肉麻當有趣
oboksd 肉在砧板上
obopnq 肉包子打狗
ocvzjk 他鄉遇故知
oehyzc 雙筒望遠鏡
oeibrj 雙座腳踏車
oejooj 雙安全氣囊
oentdh 雙子葉植物
ogahuq 全日制學生
ogdbhk 集體所有制
ogdozh 集會遊行法
ogizhr 全能運動員
ogjvuc 全額獎學金
ogkpho 傲慢與偏見
ogonr  人壽保險單
ogpwor 全世界人民
ogrhkh 全民所有制
ogwhro 全國委員會
ogwxmo 全國總工會
ogwzho 全國運動會
ohbnhr 僑務委員會
ohgooj 任何人士如
ohgrgg 僱員再培訓
ohgyho 僱主和僱員
ohiwtp 俄羅斯平原
ohiwty 俄國共產黨
ohmoaq 低值易耗品
ohony  人稱代名詞
ohoyo  人身保護令
ohoza  人與人之間
oicjjf 領事裁判權
oikwke 伏羅希洛夫
oinowb 今年四月份
oipljn 代書事務所
oirgjo 倉頡輸入法
oirihm 倉庫管理員
ojgnj  人窮志不窮
ojhms  人事行政局
okfho  人大常委會
okmoz  人有百份之
okmyzs 佐敦道碼頭
okpca  人在性交時
olmyzt 仲夏夜之夢
olneoh 佛洛依德派
olnfot 佛勞倫斯人
olnwwz 佛羅里達州
omdhjo 余氏輸入法
omknoz 便不便之處
ommtio 仁義禮智信
omvmn  何樂而不為
onkaeo 侯門深似海
onnbd  人不可貌相
ononko 像煞有介事
onrshc 含馬兜鈴酸
oodfvo 餘糧收集制
oogjny 入境事務處
ooguty 坐山觀虎鬥
oohav  人無千日好
ooocss 入住公屋的
oovsra 入她的咀巴
opnbd  人心隔肚皮
opuawe 飽暖思淫慾
opuhee 飽和水汽壓
opumoa 化學需氧量
opuyhm 化學方程式
oqfbma 年五月一日
oqjbma 年七月三日
oqrny  人生路不熟
oqvjm  人生如朝露
oragi  人民日報社
oraqby 智慧財產權
orcio  人民公社化
orcjg  人口金字塔
ordjss 保安局局長
ordjss 保安局局長
orhhf  人民行動黨
orhro  人民委員會
orieey 合成洗滌劑
orkof  人民大會堂
ornoaj 合不合時宜
ornyb  人民解放軍
ornyb  人民解放軍
orohvb 合併和收購
orqsuy 拿破崙帝國
orthw  人民共和國
oruli  人民出版社
orzgg  人民之聲報
orzpbe 促性腺激素
oshaaq 作息時間表
oskmit 伊爾庫茨克
oskphf 伊比利半島
otbmzg 無用武之地
otccoo 供銷合作社
otcyrd 供市民查閱
otdooh 無機化合物
othnge 無風不起浪
otjmhj 無官一身輕
otlot  人善被人欺
otmivi 無政府狀態
otmiyt 無政府主義
otmnbi 無功不受祿
otmnil 無巧不成書
otmnoo 僅不僅僅是
otoohh 無條件反射
otooqn 無條件投降
otqnjq 無毒不丈夫
ottbvq 併購後規管
otutkj 無出其右者
otvhzm 無後顧之憂
otwyzz 無異議通過
otxmii 無線電視台
otxmiq 無線電廣播
otxmjo 無線電定位
otxmzo 無線電通信
otyghe 無端起風波
otynqm 無記名投票
otyrzg 無立足之地
otysuo 無言的山丘
otzyla 無邊讀中間
outmwh 仙蒂歌羅馥
ovmwws 食環署署長
owbhkh 個體所有制
owbqmc 個體手工業
owiatm 每星期一次
owimqd 每項投標以
owizoo 每逢例假日
owkisa 敏感的問題
owohah 個人所得稅
owvoko 個女仔有無
oyahfh 儲稅券利率
oybooi 信用合作社
oynoly 信不信由你
oyrmoz 佔百份之三
oyrmoz 佔百份之九
oyrmoz 佔百份之二
oyrmoz 佔百份之五
oyrmoz 佔百份之八
oyrmoz 佔百份之六
oyrmoz 佔百份之十
oyrmoz 佔百份之四
oyrmoz 佔百份之廿
oyrwmo 佔了百份之
oytyls 信義計劃區
oyvtlt 依樣畫葫蘆
ozchmh 企業管理系
ozchml 企業管理費
ozjcro 企事業單位
pavcni 恨鐵不成鋼
pavvni 恨女不成鳳
pbgvrg 情場如戰場
pbhmh  心肺復甦術
pemuxe 慢工出細活
phnnfs 必不可少的
pibnjm 勾股弦定理
pieooz 慷他人之慨
pihksc 慘痛的分手
pinph  心態不平衡
pjgcna 平均分子量
pjgghe 平地起風波
pjghey 平均利潤率
pjgmgm 平地一聲雷
pjhwzm 平行四邊形
pjhymb 平行六面體
pjqokg 平生無大志
pkhhx  心有千千結
pkpvvg 快快樂樂地
pksjbi 快刀斬亂麻
pmjbbr 性輔助用品
pmkmoz 性有百份之
ponaeh 愉景灣航運
ppgobt 比去年同期
psnpjn 切不切實際
ptwcdj 世界錦標賽
puaylp 屯門市中心
pucajd 頓巴教橡園
pzpqah 疑心生暗鬼
qagmbi 捏一把冷汗
qahifo 揚州炒飯的
qahkho 春秋左氏傳
qahnop 揚名全世界
qahrnq 春風吹又生
qatmgj 春夢一場空
qatwok 春夢了無痕
qavsmo 春裝展示會
qbcrao 青銅器時代
qbdboi 採購供應站
qbfoat 青少年時期
qbforr 青少年哪吒
qbitgm 青康藏高原
qbohhy 青年和兒童
qboiww 青年救國團
qbsmoi 靜電健康器
qbtmie 青菜豆腐湯
qbydcy 青衣機鐵站
qbymld 青衣西北村
qchevy 扮演女主人
qdtjkt 耕者有其田
qedlyl 投標申請書
qeytjy 投訴警察課
qhmqin 先下手為強
qhptys 托斯卡尼尼
qhzmoj 先進工作者
qickgq 擴大再生產
qjdmhn 抹一鼻子灰
qjehan 技術開發區
qjehsj 技術研究所
qjehsj 技術研究院
qjvhiy 按制度辦事
qjvmby 按原則辦事
qjvmjy 按原定計劃
qjvogy 按人均計算
qjvpon 按比例發展
qjvyxq 按上級規定
qjzjtq 捷克斯拉夫
qkqpld 拔掉心中刺
qmaedn 生旦淨末丑
qmcoeo 責任準備金
qmepmr 生活必需品
qmmose 生理食鹽水
qmomoa 生化需氧量
qmyooi 生產合作社
qnkenq 換湯不換藥
qnwnyk 打鴨子上架
qobbqq 擒賊先擒王
qorons 捨命陪君子
qjpojp 慧劍斬情絲
qjpwyt 慧眼識英雄
qqqqd  手扶拖拉機
qrconh 損人不利己
qsjhei 攝氏溫度計
qsjhja 攝氏寒暑表
qsxhdh 拒絕往來戶
qtkgvz 摸到她達到
qtkntz 摸不著邊際
qtkqoe 拉布拉他河
qtkrqe 撒哈拉沙漠
qttxst 拉斯維加斯
qvmepy 表面活性劑
qvmfei 表面光潔度
qwpmmj 看情形而定
qxlvo  手續費收入
qyonmg 據外電報導
qzhybk 提升競爭力
ravmlh 喝西北風兒
rbpnb  口服心不服
rcnlyh 只發中文稿
rcpkpo 只怕有心人
rhdheh 呼和浩特市
rhdtee 呼蘭河流域
ribhhp 戰爭與和平
rigsob 戰地司令部
rihjfd 戰術轟炸機
riljfd 戰鬥轟炸機
riwjfd 戰略轟炸機
rjcomn 噴氣式飛機
rjconh 噴氣發動機
rjcwhq 噴墨印表機
rjntdh 單子葉植物
rjonqo 單位負責人
rjrmyg 喀琅施塔得
rlinrv 叫座不叫好
rlinrv 叫座又叫好
rlvnri 叫好不叫座
rlvnri 叫好又叫座
rmmart 啞巴吃黃蓮
roghyy 唯物辨証法
roghyy 唯物辯証法
roghyy 唯物辯證法
rogkyl 唯有讀書高
rogqyk 唯生產力論
rortjt 哈薩克斯坦
rouatl 吃得苦中苦
roujnr 吃軟不吃硬
roukny 吃力不討好
rounnk 吃角子老虎
rouoej 吃飽沒事幹
rousnr 吃硬不吃軟
rouvsk 吃奶的力氣
rpusgs 跑馬地馬場
rqsmoz 吋的百份之
rratjs 路易斯安那
rrrdjd 品格審查的
rrzksk 路遙知馬力
rsmhge 另一種高潮
rvkwzq 吳思遠先生
rpjyye 民事訴訟法
rpmjns 民政事務局
rpmjny 民政事務處
rpvoim 民以食為天
rpwbni 民眾服務社
rpyolh 民主集中制
rznrik 足不足為奇
rznrzy 足不足之處
sars   非典型肺炎
scaicf 層次分類法
sdeahm 破題第一遭
sdiwmr 鬆了一口氣
seehx  的泳灘等級
sefjgo 緊密地合作
sefnhh 緊急制動閥
seowon 聚四氟乙烯
sfdmku 馬來西大學
sfgfjy 馬場火車站
sfjtyt 馬克斯主義
sfjwyt 馬克思主義
sfjzyg 馬寶道市場
sfqaee 馬拉開波湖
sfqdjr 馬拉松賽跑
sfqsmw 馬拉加西國
sfrvyr 馬路如虎口
sftlos 馬善被人騎
sfywqe 馬戲團表演
sfzsts 馬達加斯加
sfzwqq 馬逢國先生
sgjshm 確實的答覆
shbmbi 刀具耐用度
sichho 礦物質飼料
sipnoh 忍不住射精
sitjhr 監察委員會
sitjhr 監察委員會
sjlykc 耶誕老公公
sjrmoc 居石侯公祠
skbdt  的大腸桿菌
skmsqr 騎驢看唱本
skrjgm 君士坦丁堡
skryih 君主專制制
skryyj 君主立憲制
sktbnh 改善服務和
skxmsv 改變而加以
slmozm 那百份之三
slmozm 那百份之二
slnoc  的中小企業
smapih 習慣成自然
smkmss 硬式磁碟機
smkohj 硬件和軟件
smrsaz 司馬昭之心
smrssy 司司長談話
sodgy  的人才培訓
sootj  的條例草案
soraqo 臨時抱佛腳
sqhkd  的規管架構
srathw 加盟共和國
srggmm 聖地牙哥城
srgwmh 聖母瑪利亞
srgxju 聖約翰學院
srhism 加利福尼亞
srkffj 加力燃燒室
srmurs 加工出口區
sroetb 歐洲共同體
sromis 加入政府的
sronyl 歐陽文忠公
srqgmm 群起而攻之
srrgnw 區域及國家
srrzuz 加路連山道
srsism 加尼福尼亞
stcmhn 碰一鼻子灰
stiiin 磁感應強度
stocah 聯合交易所
stocah 聯合交易所
stovjd 聯合收割機
stowjy 聯合國憲章
stowko 聯合國大會
stqyds 聯邦調查局
sttuyh 屏山文物徑
styyhm 聯立方程式
styyhx 聯立方程組
suanwf 已開發國家
sufeoo 碳水化合物
sufooo 碳氫化合物
sveeig 長沙灣廣場
svemne 長江三角洲
svymlm 長方形書型
swcjhr 鑒定委員會
swujho 醫學博物館
sxebh  的經濟體系
syacox 職業介紹所
tbcyhr 典試委員會
tbocah 期貨交易所
tbothr 蒙藏委員會
tcgnen 基隆港務局
tchwhn 共和國衛隊
tcyfjy 共產黨宣言
tcyytj 共產主義者
tebihm 蒲台島石刻
teramg 落得一場空
tgigob 藝高人膽大
tkmhjo 美麗島事件
tkvhwr 美女與野獸
tkwnee 美國及澳洲
tkwpuf 美國性學家
tkywyt 美帝國主義
tgrvjh 難民收容所
tguggc 觀塘地鐵站
tgupyk 觀世音大士
tgupyt 觀世音菩薩
tgvkcc 姜太公釣魚
thiddj 首席檢查官
tihwzh 義和團運動
tikhfh 義大利半島
tikhmw 義大利王國
tjheiy 華氏溫度計
tjhjaq 華氏寒暑表
tjiphg 華盛頓郵報
tjmhby 華爾街股市
tkdyim 艾森豪威爾
tleysm 斯洛文尼亞
tlhmmi 斯德哥爾摩
tljohd 革命積極性
tljohr 革命委員會
tljooq 革命人生觀
tlkghe 英吉利海峽
tlktto 英英美代子
tlyhje 菲律賓海溝
tlyhjs 菲律賓群島
tlymhc 菲亞特公司
tmrmks 苛政猛於虎
tndojz 蘇伊士運河
tndtmw 蘇菲亞羅蘭
tndvjz 蘇彝士運河
tndxgs 蘇維埃聯邦
tndyto 蘇豪美食區
tnenei 前濱及海床
tnhgks 前所未有的
tnjsxw 前者的變異
tnkhgc 葵興地鐵站
tnktgc 葵芳地鐵站
todbyh 茶具文物館
togegc 荃灣地鐵站
topbvg 花腔女高音
topoma 花無百日紅
tougdt 舊赤柱警署
toumra 舊石器時代
tourhy 舊唯物主義
tpdbwx 葉月里緒菜
trmonk 若要人不知
tstwgc 藍田地鐵站
ttahsa 普利尼時代
ttamey 普列漢諾夫
ttanjm 普魯士王國
ttawth 普里斯特萊
ttazkm 普通老百姓
ttcnhs 並不等於說
tvpemh 慈濟功德會
tvpihk 慈禧皇太后
tvpwql 慈母手中線
twbhpm 萬般皆下品
twbjgk 萬事起頭難
twbmei 萬惡淫為首
twckoy 黃大仙上
twcmku 黃石大峽谷
twvcdd 農業機械化
twvcjd 農業資本家
twvcio 農業現代化
twvcob 農業集體化
twvcoo 農業合作化
twvcuk 農業學大寨
twvcxy 農業總產值
twvdhm 農林牧副漁
twvwno 農田小氣候
twvyrv 農產品收購
tynyys 警務處處長
tyosob 警備司令部
tyoxso 警備總司令
tytedj 蘆溝橋事變
tyyecg 菸酒公賣局
tyynyo 警方發言人
tyynyo 警方發言人
tzsmku 芝加哥大學
ubuoqo 崗位責任制
umfeoo 炭水化合物
undnuq 學校及學生
unhsyo 學術研討會
unhwoj 學術界人士
unhyyo 學術討論會
