Chinese_Street_Name	English_Street_Name	District_Code
寶雲徑	BOWEN DRIVE	C&amp;W-WC
寶雲道	BOWEN ROAD	C&amp;W-WC
寶順路	PO SHUN ROAD	SK
寶業街	PO YIP STREET	YL
寶源里	PO YUEN LANE	C&amp;W
寶寧里	PO NING LANE	SK
寶寧路	PO NING ROAD	SK
寶樂坊	PO LOK SQUARE	YL
寶輪街	PO LUN STREET	SSP
寶樹里	PO SHU LANE	YL
寶聯徑	PO LUEN PATH	E
寶豐台	PO FUNG TERRACE	TW
寶豐路	PO FUNG ROAD	SK
寶豐路	PO FUNG ROAD	TW
寶靈街	BOWRING STREET	YTM
寶靈頓道	BOWRINGTON ROAD	WC
櫸樹街	BEECH STREET	YTM
繼園街	KAI YUEN STREET	E
繼園臺	KAI YUEN TERRACE	E
耀沙路	YIU SHA ROAD	ST
耀東街	YIU TUNG STREET	SSP
耀星街	YIU SING STREET	C&amp;W
耀華街	YIU WA STREET	WC
耀榮里	YIU WING LANE	K&amp;T
耀榮街	YIU WING STREET	K&amp;T
耀興道	YIU HING ROAD	E
蠔洲路	HO CHAU ROAD	YL
蠔涌北路	HO CHUNG NORTH ROAD	SK
蠔涌村一巷	HO CHUNG FIRST LANE	SK
蠔涌村七巷	HO CHUNG SEVENTH LANE	SK
蠔涌村九巷	HO CHUNG NINTH LANE	SK
蠔涌村二巷	HO CHUNG SECOND LANE	SK
蠔涌村八巷	HO CHUNG EIGHTH LANE	SK
蠔涌村三巷	HO CHUNG THIRD LANE	SK
蠔涌村五巷	HO CHUNG FIFTH LANE	SK
蠔涌村六巷	HO CHUNG SIXTH LANE	SK
蠔涌村四巷	HO CHUNG FOURTH LANE	SK
蠔涌路	HO CHUNG ROAD	SK
覺士道	COX'S ROAD	YTM
鐘聲徑	CHUNG SING PATH	YL
響鐘路	HEUNG CHUNG ROAD	SK
鰂魚涌街	QUARRY BAY STREET	E
鹹田街	HAM TIN STREET	TW
鹹魚街	HAM YU STREET	C&amp;W
麵房里	MIN FONG LANE	ST
麵房街	MIN FONG STREET	ST
蘭杜街	LANDALE STREET	WC
蘭秀道	NASSAU STREET	SSP
蘭花街	ORCHID STREET	SSP
蘭芳道	LAN FONG ROAD	WC
蘭桂坊	LAN KWAI FONG	C&amp;W
蘭開夏道	LANCASHIRE ROAD	KC
櫻桃徑	CHERRY DRIVE	N
櫻桃徑	CHERRY PATH	YL
櫻桃街	CHERRY STREET	YTM
鐵行里	TIT HONG LANE	C&amp;W
鐵樹街	TIT SHU STREET	YTM
露坪街	LO PENG STREET	Is
露明道	LOMOND ROAD	KC
露屏路	LO PING ROAD	TP
露輝路	LO FAI ROAD	TP
體育道	SPORTS ROAD	WC
鶴咀道	CAPE D'AGUILAR ROAD	S
鶴翔街	HOK CHEUNG STREET	KC
鶴園里	HOK YUEN LANE	KC
鶴園東街	HOK YUEN STREET EAST	KC
鶴園街	HOK YUEN STREET	KC
鶴藪道	HOK TAU ROAD	N-TP
鶴齡街	HOK LING STREET	KC
變壓器路	TRANSFORMER ROAD	TM
顯田街	HIN TIN STREET	ST
顯和里	HIN WO LANE	ST
顯徑街	HIN KENG STREET	ST
顯泰街	HIN TAI STREET	ST
顯康街	HIN HONG STREET	ST
顯發里	HIN FAT LANE	TM
顯貴里	HIN KWAI LANE	ST
顯達路	HILLTOP ROAD	TW
麟祥街	LUN CHEUNG STREET	KC
壩尾路	PA MEI ROAD	Is
艷馬道	EMMA AVENUE	KC
觀坪路	KWUN PING ROAD	ST
觀音街	KUN YAM STREET	KC
觀音灣路	KWUN YAM WAN ROAD	Is
觀海徑	KWUN HOI PATH	S
觀景路	SCENIC ROAD	Is
觀塘道	KWUN TONG ROAD	KT
觀塘繞道	KWUN TONG BYPASS	KT
鱟地坊	HAU TEI SQUARE	TW
鷹揚街	YING YEUNG STREET	KC
靈山路	LING SHAN ROAD	N
靈康路	LING HONG ROAD	SK
靈實路	HAVEN OF HOPE ROAD	SK
欖口村路	LAM HAU TSUEN ROAD	YL
欖喜路	LAM HI ROAD	YL
欖堤西路	LAM TAI WEST ROAD	YL
欖堤東路	LAM TAI EAST ROAD	YL
欖裕路	LAM YU ROAD	YL
灣仔交匯處	WAN CHAI INTERCHANGE	WC
灣仔峽道	WAN CHAI GAP ROAD	WC
灣仔道	WAN CHAI ROAD	WC
灣畔徑	WAN POON PATH	SK
灣景街	WAN KING PATH	SK
纜車里	TRAMWAY LANE	C&amp;W
纜車徑	TRAMWAY PATH	C&amp;W
	ALTUS LINK	WC
	BLISS LINK	WC
	CENTRAL ROAD EAST	TM
	CENTRAL ROAD WEST	TM
	COAL PLANT ROAD	TM
	COLMO LINK	WC
	COWELL CLOSE	YL
	ELLIOT CRESCENT	C&amp;W
	JETTY ROAD	TM
	KADOORIE CLOSE	YL
	LUEN YEE ROAD	WTS
	NORTHERN ROAD EAST	TM
	NORTHERN ROAD WEST	TM
	OIL TANK ROAD EAST	TM
	OIL TANK ROAD WEST	TM
	PRECIPITATOR ROAD EAST	TM
	SEA BANK ROAD EAST	TM
	SEA BANK ROAD WEST	TM
	WESTERN ROAD	TM
